ANO_BO,NUM_BO,NUMERO_BOLETIM,BO_INICIADO,BO_EMITIDO,DATAOCORRENCIA,HORAOCORRENCIA,PERIDOOCORRENCIA,DATACOMUNICACAO,DATAELABORACAO,BO_AUTORIA,FLAGRANTE,NUMERO_BOLETIM_PRINCIPAL,LOGRADOURO,NUMERO,BAIRRO,CIDADE,UF,LATITUDE,LONGITUDE,DESCRICAOLOCAL,SOLUCAO,DELEGACIA_NOME,DELEGACIA_CIRCUNSCRICAO,ESPECIE,RUBRICA,STATUS,PLACA_VEICULO,UF_VEICULO,CIDADE_VEICULO,DESCR_COR_VEICULO,DESCR_MARCA_VEICULO,ANO_FABRICACAO,ANO_MODELO,DESCR_TIPO_VEICULO,QUANT_CELULAR,MARCA_CELULAR,ï»¿ANO_BO
2022.0,38592,38592/2022,06/01/2022 14.50,06/01/2022 14.50,06/01/2022,1.0,DE MADRUGADA,06/01/2022,06/01/2022 14.50,Desconhecida,Não,NÂO INFORMADO,RUA FRANCISCO SIMÕES CORRÊA DE ARAÚJO,130.0,JARDIM JULIETA,TAUBATE,SP,-23.0493651,-45.5558241,Via Pública,BO PARA REGISTRO,DELEGACIA ELETRONICA,03º D.P. TAUBATE,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - OUTROS,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,SAMSUNG,
2022.0,29,29/2022,05/01/2022 13.53,06/01/2022 15.07,01/01/2022,14.2,A TARDE,05/01/2022,05/01/2022 13.53,Conhecida,Não,NÂO INFORMADO,RUA marginal direita,238.0,PORTO NOVO,CARAGUATATUBA,SP,-23.68161935,-45.4389333,Comércio e serviços,APRECIAÇÃO DO DELEGADO TITULAR,01º D.P. CARAGUATATUBA,01º D.P. CARAGUATATUBA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Samsung,
2022.0,41364,41364/2022,06/01/2022 19.46,06/01/2022 19.46,06/01/2022,10.15,PELA MANHÃ,06/01/2022,06/01/2022 19.46,Desconhecida,Não,NÂO INFORMADO,AVENIDA DOM PEDRO I,1131.0,JARDIM BARONESA,TAUBATE,SP,-23.049269,-45.5975073,Via Pública,BO PARA REGISTRO,DELEGACIA ELETRONICA,01º D.P. TAUBATE,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - OUTROS,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,MOTOROLA,
2022.0,36,36/2022,06/01/2022 22.23,06/01/2022 22.40,06/01/2022,22.0,A NOITE,06/01/2022,06/01/2022 22.23,Desconhecida,Não,NÂO INFORMADO,NÂO INFORMADO,0.0,PARQUE DOS SINOS,JACAREI,SP,-23.17898976,-45.649605735,Via pública,BO PARA INVESTIGAÇÃO,DEL.SEC.JACAREI PLANTÃO,03º D.P. JACAREI,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,FQQ8A93,SP,JACAREI,Branco,FORD/KA SE 1.0 SD C,2018.0,2019.0,AUTOMOVEL,1.0,Motorola,
2022.0,38,38/2022,07/01/2022 01.10,07/01/2022 03.58,06/01/2022,22.0,A NOITE,07/01/2022,07/01/2022 01.10,Conhecida,Sim,NÂO INFORMADO,RUA MOGI DAS CRUZES,440.0,CIDADE SALVADOR,JACAREI,SP,-23.30264757,-45.93281487,Comércio e serviços,BO PARA FLAGRANTE,DEL.SEC.JACAREI PLANTÃO,01º D.P. JACAREI,Captura procurado,Captura de procurado,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,MOTOROLA,
2022.0,38,38/2022,07/01/2022 01.10,07/01/2022 03.58,06/01/2022,22.0,A NOITE,07/01/2022,07/01/2022 01.10,Conhecida,Sim,NÂO INFORMADO,RUA MOGI DAS CRUZES,440.0,CIDADE SALVADOR,JACAREI,SP,-23.30264757,-45.93281487,Comércio e serviços,BO PARA FLAGRANTE,DEL.SEC.JACAREI PLANTÃO,01º D.P. JACAREI,Captura procurado,Captura de procurado,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Samsung,
2022.0,38,38/2022,07/01/2022 01.10,07/01/2022 03.58,06/01/2022,22.0,A NOITE,07/01/2022,07/01/2022 01.10,Conhecida,Sim,NÂO INFORMADO,RUA MOGI DAS CRUZES,440.0,CIDADE SALVADOR,JACAREI,SP,-23.30264757,-45.93281487,Comércio e serviços,BO PARA FLAGRANTE,DEL.SEC.JACAREI PLANTÃO,01º D.P. JACAREI,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - ESTABELECIMENTO COMERCIAL,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,MOTOROLA,
2022.0,38,38/2022,07/01/2022 01.10,07/01/2022 03.58,06/01/2022,22.0,A NOITE,07/01/2022,07/01/2022 01.10,Conhecida,Sim,NÂO INFORMADO,RUA MOGI DAS CRUZES,440.0,CIDADE SALVADOR,JACAREI,SP,-23.30264757,-45.93281487,Comércio e serviços,BO PARA FLAGRANTE,DEL.SEC.JACAREI PLANTÃO,01º D.P. JACAREI,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - ESTABELECIMENTO COMERCIAL,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,SAMSUNG,
2022.0,3,mar/22,07/01/2022 05.15,07/01/2022 05.37,07/01/2022,4.5,DE MADRUGADA,07/01/2022,07/01/2022 05.15,Desconhecida,Não,NÂO INFORMADO,AVENIDA MARTIM DE SÁ,1.0,MARTINS DE SA,CARAGUATATUBA,SP,-23.61751192,-45.39405786,Via pública,BO PARA INVESTIGAÇÃO,DEL.POL.PLANTÃO CARAGUATATUBA,DEL.POL.CARAGUATATUBA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Apple,
2022.0,3,mar/22,07/01/2022 05.15,07/01/2022 05.37,07/01/2022,4.5,DE MADRUGADA,07/01/2022,07/01/2022 05.15,Desconhecida,Não,NÂO INFORMADO,AVENIDA MARTIM DE SÁ,1.0,MARTINS DE SA,CARAGUATATUBA,SP,-23.61751192,-45.39405786,Via pública,BO PARA INVESTIGAÇÃO,DEL.POL.PLANTÃO CARAGUATATUBA,DEL.POL.CARAGUATATUBA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Xiaomi,
2022.0,41666,41666/2022,06/01/2022 20.07,07/01/2022 08.09,05/01/2022,21.5,A NOITE,06/01/2022,06/01/2022 20.07,Desconhecida,Não,NÂO INFORMADO,AVENIDA ARMANDO BARROS PEREIRA,331.0,NÂO INFORMADO,UBATUBA,SP,-23.4711835,-45.0662551,Via Pública,BO PARA REGISTRO,DELEGACIA ELETRONICA,DEL.POL.UBATUBA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,APPLE,
2022.0,42283,42283/2022,06/01/2022 21.31,07/01/2022 09.33,04/01/2022,20.2,A NOITE,06/01/2022,06/01/2022 21.31,Desconhecida,Não,NÂO INFORMADO,AVENIDA DAS LETRAS,1131.0,VILA BRANCA,JACAREI,SP,-23.26408364,-45.94446815,Via Pública,BO PARA REGISTRO,DELEGACIA ELETRONICA,01º D.P. JACAREI,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,NÃO INFORMADO,
2022.0,31,31/2022,07/01/2022 09.54,07/01/2022 10.05,07/01/2022,14.2,DE MADRUGADA,07/01/2022,07/01/2022 09.54,Desconhecida,Não,NÂO INFORMADO,RUA BARÃO DE JACAREÍ,731.0,JARDIM MESQUITA,JACAREI,SP,-23.30252305,-45.9605693,Via pública,BO PARA REGISTRO,01º D.P. JACAREI,01º D.P. JACAREI,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - OUTROS,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Motorola,
2022.0,5,mai/22,07/01/2022 15.43,07/01/2022 16.06,07/01/2022,14.3,A TARDE,07/01/2022,07/01/2022 15.43,Desconhecida,Não,NÂO INFORMADO,RUA josé crispim,151.0,JARDIM MAVISOU,LAVRINHAS,SP,-22.62,-44.92621167,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,DEL.POL.LAVRINHAS,DEL.POL.LAVRINHAS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - OUTROS,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Motorola,
2022.0,5,mai/22,07/01/2022 15.43,07/01/2022 16.06,07/01/2022,14.3,A TARDE,07/01/2022,07/01/2022 15.43,Desconhecida,Não,NÂO INFORMADO,RUA josé crispim,151.0,JARDIM MAVISOU,LAVRINHAS,SP,-22.62,-44.92621167,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,DEL.POL.LAVRINHAS,DEL.POL.LAVRINHAS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - OUTROS,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Positivo,
2022.0,34,34/2022,07/01/2022 16.32,07/01/2022 16.39,06/01/2022,8.1,PELA MANHÃ,07/01/2022,07/01/2022 16.32,Desconhecida,Não,16/2022 - 130310,RUA CORONEL MORAIS,133.0,JARDIM MATARAZZO,S.JOSE DOS CAMPOS,SP,-23.18600627,-45.88124379,Via pública,BO PARA ADENDO,01º D.P. S.JOSE DOS CAMPOS,01º D.P. S.JOSE DOS CAMPOS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,FDV4256,SP,JACAREI,Vermelho,VW/GOL 1.0,2012.0,2013.0,AUTOMOVEL,1.0,SAMSUNG,
2022.0,166,166/2022,07/01/2022 16.57,07/01/2022 17.18,06/01/2022,3.0,DE MADRUGADA,07/01/2022,07/01/2022 16.57,Desconhecida,Não,NÂO INFORMADO,RUA DOUTOR EMÍLIO WINTHER,1.0,CENTRO,TAUBATE,SP,-23.02810247,-45.55841105,Via pública,BO PARA INVESTIGAÇÃO,DEL.SEC.TAUBATE PLANTÃO,01º D.P. TAUBATE,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Samsung,
2022.0,48521,48521/2022,07/01/2022 17.26,07/01/2022 17.27,06/01/2022,6.3,PELA MANHÃ,07/01/2022,07/01/2022 17.26,Desconhecida,Não,NÂO INFORMADO,RUA TOSHIYASSU WATANABE,2.0,JARDIM DOS BANDEIRANTES,S.JOSE DOS CAMPOS,SP,-23.17898976,-45.649605735,Via Pública,BO PARA REGISTRO,DELEGACIA ELETRONICA,01º D.P. S.JOSE DOS CAMPOS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - OUTROS,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,SAMSUNG,
2022.0,53,53/2022,07/01/2022 19.10,07/01/2022 19.10,31/12/2021,5.0,DE MADRUGADA,31/12/2021,07/01/2022 19.10,Desconhecida,Não,2340/2021 - 40305,Rua José David do Vale,47.0,Centro,S.SEBASTIAO,SP,-23.69,-45.4060213,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,01º D.P. S.SEBASTIÃO,01º D.P. S.SEBASTIÃO,Perda/Extravio,Perda/Extravio,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Apple,
2022.0,53,53/2022,07/01/2022 19.10,07/01/2022 19.10,31/12/2021,5.0,DE MADRUGADA,31/12/2021,07/01/2022 19.10,Desconhecida,Não,2340/2021 - 40305,Rua José David do Vale,47.0,Centro,S.SEBASTIAO,SP,-23.69,-45.4060213,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,01º D.P. S.SEBASTIÃO,01º D.P. S.SEBASTIÃO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Apple,
2022.0,56,56/2022,07/01/2022 21.43,07/01/2022 21.43,07/01/2022,15.32,A TARDE,07/01/2022,07/01/2022 21.43,Desconhecida,Não,NÂO INFORMADO,ACESSO RUA FERNAO DIAS,196.0,JARDIM NOVA AMÉRICA,S.JOSE DOS CAMPOS,SP,-23.19352241,-45.89486021,Condominio Comercial,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.SEC.POL.SJCAMPOS PL SUL,01º D.P. S.JOSE DOS CAMPOS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - ESTABELECIMENTO-OUTROS,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Apple,
2022.0,56,56/2022,07/01/2022 21.43,07/01/2022 21.43,07/01/2022,15.32,A TARDE,07/01/2022,07/01/2022 21.43,Desconhecida,Não,NÂO INFORMADO,ACESSO RUA FERNAO DIAS,196.0,JARDIM NOVA AMÉRICA,S.JOSE DOS CAMPOS,SP,-23.19352241,-45.89486021,Condominio Comercial,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.SEC.POL.SJCAMPOS PL SUL,01º D.P. S.JOSE DOS CAMPOS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - ESTABELECIMENTO-OUTROS,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Samsung,
2022.0,56,56/2022,07/01/2022 21.43,07/01/2022 21.43,07/01/2022,15.32,A TARDE,07/01/2022,07/01/2022 21.43,Desconhecida,Não,NÂO INFORMADO,ACESSO RUA FERNAO DIAS,196.0,JARDIM NOVA AMÉRICA,S.JOSE DOS CAMPOS,SP,-23.19352241,-45.89486021,Condominio Comercial,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.SEC.POL.SJCAMPOS PL SUL,01º D.P. S.JOSE DOS CAMPOS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - ESTABELECIMENTO-OUTROS,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Xiaomi,
2022.0,49981,49981/2022,07/01/2022 22.19,07/01/2022 22.19,07/01/2022,18.3,A NOITE,07/01/2022,07/01/2022 22.19,Desconhecida,Não,NÂO INFORMADO,AVENIDA SALINAS,297.0,BOSQUE DOS EUCALIPTOS,S.JOSE DOS CAMPOS,SP,-23.237674,-45.8911018,Outros,BO PARA REGISTRO,DELEGACIA ELETRONICA,07º D.P. S.JOSE DOS CAMPOS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - OUTROS,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,ASUS,
2022.0,71,71/2022,07/01/2022 22.00,07/01/2022 22.34,06/01/2022,22.3,A NOITE,07/01/2022,07/01/2022 22.00,Desconhecida,Não,NÂO INFORMADO,RODOVIA RODOVIA PRESIDENTE DUTRA,276.0,EUGÊNIO DE MELO,S.JOSE DOS CAMPOS,SP,-23.15829603,-45.79830235,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.ITAPECERICA DA SERRA,05º D.P. S.JOSE DOS CAMPOS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - CARGA,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Motorola,
2022.0,187,187/2022,08/01/2022 10.47,08/01/2022 11.07,08/01/2022,3.0,DE MADRUGADA,08/01/2022,08/01/2022 10.47,Desconhecida,Não,NÂO INFORMADO,RUA CORONEL ANTÔNIO MONTEIRO PATO,152.0,JD BOM JESUS,TREMEMBE,SP,-22.96788334,-45.54986178,Via pública,BO PARA REGISTRO,DEL.SEC.TAUBATE PLANTÃO,DEL.POL.TREMEMBE,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Apple,
2022.0,139,139/2022,08/01/2022 18.11,08/01/2022 18.42,01/01/2022,2.3,DE MADRUGADA,08/01/2022,08/01/2022 18.11,Desconhecida,Não,NÂO INFORMADO,RUA FRANCISCO B CAMPO,1.0,-,S.SEBASTIAO,SP,-23.69,-45.41843794,Lazer e recreação,BO PARA INVESTIGAÇÃO,DEL.SEC.ITAPETININGA,01º D.P. S.SEBASTIÃO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Apple,
2022.0,208,208/2022,08/01/2022 20.38,08/01/2022 20.38,08/01/2022,15.0,A TARDE,08/01/2022,08/01/2022 20.38,Conhecida,Não,NÂO INFORMADO,NÂO INFORMADO,0.0,AEROPORTO,TAUBATE,SP,-23.17898976,-45.649605735,Residência,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.SEC.TAUBATE PLANTÃO,02º D.P. TAUBATE,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Samsung,
2022.0,55,55/2022,08/01/2022 23.46,09/01/2022 00.07,08/01/2022,23.0,A NOITE,08/01/2022,08/01/2022 23.46,Desconhecida,Não,NÂO INFORMADO,PRAÇA vitor coelho de almeida,1.0,CENTRO,APARECIDA,SP,-22.83944617,-45.2266266,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,DEL.POL.APARECIDA,DEL.POL.APARECIDA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,EVT0A15,SP,S.PAULO,Azul,FIAT/TORO FREEDOM AT6,2019.0,2020.0,CAMINHONETE,1.0,Apple,
2022.0,55,55/2022,08/01/2022 23.46,09/01/2022 00.07,08/01/2022,23.0,A NOITE,08/01/2022,08/01/2022 23.46,Desconhecida,Não,NÂO INFORMADO,PRAÇA vitor coelho de almeida,1.0,CENTRO,APARECIDA,SP,-22.83944617,-45.2266266,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,DEL.POL.APARECIDA,DEL.POL.APARECIDA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,EVT0A15,SP,S.PAULO,Azul,FIAT/TORO FREEDOM AT6,2019.0,2020.0,CAMINHONETE,1.0,Motorola,
2022.0,55,55/2022,08/01/2022 23.46,09/01/2022 00.07,08/01/2022,23.0,A NOITE,08/01/2022,08/01/2022 23.46,Desconhecida,Não,NÂO INFORMADO,PRAÇA vitor coelho de almeida,1.0,CENTRO,APARECIDA,SP,-22.83944617,-45.2266266,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,DEL.POL.APARECIDA,DEL.POL.APARECIDA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,EVT0A15,SP,S.PAULO,Azul,FIAT/TORO FREEDOM AT6,2019.0,2020.0,CAMINHONETE,1.0,Samsung,
2022.0,56,56/2022,09/01/2022 00.16,09/01/2022 00.21,08/01/2022,23.0,A NOITE,09/01/2022,09/01/2022 00.16,Desconhecida,Não,55/2022 - 130201,PRAÇA vitor coelho de almeida,1.0,CENTRO,APARECIDA,SP,-22.83944617,-45.2266266,Via pública,BO PARA ADENDO,DEL.POL.APARECIDA,DEL.POL.APARECIDA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,EVT0A15,SP,S.PAULO,Azul,FIAT/TORO FREEDOM AT6,2019.0,2020.0,CAMINHONETE,1.0,Apple,
2022.0,56,56/2022,09/01/2022 00.16,09/01/2022 00.21,08/01/2022,23.0,A NOITE,09/01/2022,09/01/2022 00.16,Desconhecida,Não,55/2022 - 130201,PRAÇA vitor coelho de almeida,1.0,CENTRO,APARECIDA,SP,-22.83944617,-45.2266266,Via pública,BO PARA ADENDO,DEL.POL.APARECIDA,DEL.POL.APARECIDA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,EVT0A15,SP,S.PAULO,Azul,FIAT/TORO FREEDOM AT6,2019.0,2020.0,CAMINHONETE,1.0,Motorola,
2022.0,56,56/2022,09/01/2022 00.16,09/01/2022 00.21,08/01/2022,23.0,A NOITE,09/01/2022,09/01/2022 00.16,Desconhecida,Não,55/2022 - 130201,PRAÇA vitor coelho de almeida,1.0,CENTRO,APARECIDA,SP,-22.83944617,-45.2266266,Via pública,BO PARA ADENDO,DEL.POL.APARECIDA,DEL.POL.APARECIDA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,EVT0A15,SP,S.PAULO,Azul,FIAT/TORO FREEDOM AT6,2019.0,2020.0,CAMINHONETE,1.0,Samsung,
2022.0,26,26/2022,09/01/2022 02.19,09/01/2022 04.25,09/01/2022,0.4,DE MADRUGADA,09/01/2022,09/01/2022 02.19,Conhecida,Sim,NÂO INFORMADO,AVENIDA PAPA JOÃO XXIII,1131.0,VILA NUNES,LORENA,SP,-22.72684294,-45.11727499,Via pública,BO PARA FLAGRANTE,DEL.POL.LORENA,01º D.P. LORENA,Localização e/ou Devolução,Localização/Apreensão de objeto,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Samsung,
2022.0,26,26/2022,09/01/2022 02.19,09/01/2022 04.25,09/01/2022,0.4,DE MADRUGADA,09/01/2022,09/01/2022 02.19,Conhecida,Sim,NÂO INFORMADO,AVENIDA PAPA JOÃO XXIII,1131.0,VILA NUNES,LORENA,SP,-22.72684294,-45.11727499,Via pública,BO PARA FLAGRANTE,DEL.POL.LORENA,01º D.P. LORENA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Samsung,
2022.0,62,62/2022,09/01/2022 21.54,09/01/2022 22.03,09/01/2022,19.3,A NOITE,09/01/2022,09/01/2022 21.54,Desconhecida,Não,NÂO INFORMADO,PRAÇA LUÍS SIPÚLIO FILHO,60.0,PARQUE SANTO ANTONIO,JACAREI,SP,-23.30510716,-45.95714276,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.SEC.JACAREI PLANTÃO,03º D.P. JACAREI,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Apple,
2022.0,64,64/2022,10/01/2022 08.11,10/01/2022 08.11,10/01/2022,6.1,PELA MANHÃ,10/01/2022,10/01/2022 08.11,Desconhecida,Não,NÂO INFORMADO,AVENIDA JOSÉ HERCULANO,1.0,TRAVESSAO,CARAGUATATUBA,SP,-23.69,-45.44344405,Terminal/Estação,ENCAMINHAMENTO DP ÁREA DO FATO,01º D.P. S.SEBASTIÃO,01º D.P. CARAGUATATUBA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Outros,
2022.0,30,30/2022,10/01/2022 08.40,10/01/2022 08.40,08/01/2022,22.0,A NOITE,10/01/2022,10/01/2022 08.40,Desconhecida,Não,NÂO INFORMADO,Avenida George Washington Galvão Nogueir,1.0,Jardim do Vale II,GUARATINGUETA,SP,-22.7745642,-45.1901769,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,03º D.P. GUARATINGUETA,02º D.P. GUARATINGUETA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,Samsung,
2022.0,57614,57614/2022,09/01/2022 13.23,10/01/2022 09.24,09/01/2022,14.2,EM HORA INCERTA,09/01/2022,09/01/2022 13.23,Desconhecida,Não,NÂO INFORMADO,AVENIDA MALEK ASSAD,1131.0,PARQUE MEIA LUA,JACAREI,SP,-23.27515092,-45.97432377,Via Pública,BO PARA REGISTRO,DELEGACIA ELETRONICA,03º D.P. JACAREI,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - TRANSEUNTE,Consumado,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,NÂO INFORMADO,0.0,0.0,NÃO INFORMADO,1.0,SAMSUNG,
